% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.476726348e+005 +9.476726348e+005 +9.477085348e+005 +9.477085348e+005 -4.4896e+000 +3.1226e+000
2 +1.039803361e+005 +1.039803361e+005 +1.040162361e+005 +1.040162361e+005 +1.3844e-001 +4.8298e+000
3 +1.248247671e+001 +1.248247671e+001 +4.838247671e+001 +4.838247671e+001 +4.3357e+000 +3.3652e-001
80 +1.667809903e+000 +1.667809903e+000 +3.756780990e+001 +3.756780990e+001 +3.2714e+000 -1.5194e-001
82 +7.918550581e-002 +7.918550581e-002 +3.597918551e+001 +3.597918551e+001 +2.8674e+000 +8.9213e-001
85 +4.285790285e-002 +4.285790285e-002 +3.594285790e+001 +3.594285790e+001 +2.8450e+000 +9.4981e-001
86 +9.488053253e-003 +9.488053253e-003 +3.590948805e+001 +3.590948805e+001 +2.8095e+000 +1.0418e+000
87 +6.704681171e-004 +6.704681171e-004 +3.590067047e+001 +3.590067047e+001 +2.7879e+000 +1.0975e+000
91 +1.537324513e-004 +1.537324513e-004 +3.590015373e+001 +3.590015373e+001 +2.7845e+000 +1.1063e+000
92 +1.498988220e-005 +1.498988220e-005 +3.590001499e+001 +3.590001499e+001 +2.7824e+000 +1.1118e+000
95 +3.210836411e-006 +3.210836411e-006 +3.590000321e+001 +3.590000321e+001 +2.7820e+000 +1.1128e+000
96 +3.285169328e-007 +3.285169328e-007 +3.590000033e+001 +3.590000033e+001 +2.7817e+000 +1.1135e+000
99 +1.970919783e-007 +1.970919783e-007 +3.590000020e+001 +3.590000020e+001 +2.7817e+000 +1.1136e+000
185 +1.087582504e-007 +1.087582504e-007 +3.590000011e+001 +3.590000011e+001 +2.7816e+000 +1.1136e+000
194 +9.837879134e-008 +9.837879134e-008 +3.590000010e+001 +3.590000010e+001 +2.7816e+000 +1.1136e+000
197 +6.033862832e-008 +6.033862832e-008 +3.590000006e+001 +3.590000006e+001 +2.7816e+000 +1.1136e+000
1057 +3.576358409e-008 +3.576358409e-008 +3.590000004e+001 +3.590000004e+001 +2.7816e+000 +1.1136e+000
1061 +2.176785330e-008 +2.176785330e-008 +3.590000002e+001 +3.590000002e+001 +2.7816e+000 +1.1136e+000
1072 +1.533328486e-008 +1.533328486e-008 +3.590000002e+001 +3.590000002e+001 +2.7816e+000 +1.1136e+000
