% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.638456108e+005 +1.638456108e+005 +1.638815108e+005 +1.638815108e+005 +3.7386e+000 +3.3205e+000 +2.2432e+000 +3.5330e+000 +2.7125e+000
2 +6.438688454e+004 +6.438688454e+004 +6.442278454e+004 +6.442278454e+004 -4.1615e+000 +1.9513e+000 +2.1236e+000 +3.8570e+000 -8.0769e-002
4 +6.652475265e+003 +6.652475265e+003 +6.688375265e+003 +6.688375265e+003 -3.5238e+000 +7.3678e-001 +1.6538e+000 -2.8920e+000 -4.4331e+000
75 +3.379926812e+003 +3.379926812e+003 +3.415826812e+003 +3.415826812e+003 -1.1748e+001 +6.8144e-001 -1.2332e+001 +1.2837e+001 -3.4269e+001
76 +2.022307551e+003 +2.022307551e+003 +2.058207551e+003 +2.058207551e+003 -1.5754e+001 -2.7677e+000 -7.3750e+000 +9.1118e+000 -2.1025e+001
252 +3.258995480e+002 +3.258995480e+002 +3.617995480e+002 +3.617995480e+002 -4.4448e+000 +2.0126e+000 -4.5421e+000 +1.9512e+000 -5.0546e+000
283 +2.065294686e+002 +2.065294686e+002 +2.424294686e+002 +2.424294686e+002 -2.4895e+000 +2.7387e+000 -3.7120e-001 -4.6563e-001 -6.0716e+000
284 +1.350750271e+002 +1.350750271e+002 +1.709750271e+002 +1.709750271e+002 -2.6322e+000 +2.7067e+000 -5.2886e-001 -4.3851e-001 -6.1935e+000
323 +6.587263755e+001 +6.587263755e+001 +1.017726376e+002 +1.017726376e+002 -1.5321e+000 +3.0918e+000 +2.9029e+000 -8.8735e-002 -4.1600e+000
363 +3.867787661e+001 +3.867787661e+001 +7.457787661e+001 +7.457787661e+001 +3.3012e-001 +3.0275e-001 +4.2485e+000 +1.5556e+000 -4.7878e+000
1178 +2.382465798e+001 +2.382465798e+001 +5.972465798e+001 +5.972465798e+001 +1.1407e+000 -8.6655e-001 +4.0517e+000 +6.8222e-001 -3.8260e+000
1182 +1.152896165e+001 +1.152896165e+001 +4.742896165e+001 +4.742896165e+001 +1.3228e+000 +7.9085e-001 +2.3596e+000 +1.8292e+000 -2.4300e+000
