% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.076486970e+005 +1.076486970e+005 +1.077978470e+005 +1.077978470e+005 -1.6765e-001 +3.0577e+000 +2.7027e+000 -4.2021e+000 +2.9182e-001
2 +7.780403353e+004 +7.780403353e+004 +7.795318353e+004 +7.795318353e+004 +3.9373e+000 -3.3293e+000 +1.2594e+000 +4.7580e+000 +4.3781e+000
3 +1.260924344e+004 +1.260924344e+004 +1.275839344e+004 +1.275839344e+004 -8.8936e-001 -2.8891e+000 -3.7213e+000 -1.5186e+000 +2.4397e+000
42 +5.610839139e+003 +5.610839139e+003 +5.759989139e+003 +5.759989139e+003 -3.4838e+000 +8.1258e-001 -1.4514e+000 +2.6857e+000 +3.1126e+000
44 +2.664749957e+003 +2.664749957e+003 +2.813899957e+003 +2.813899957e+003 -3.1259e+000 +4.1591e-001 -2.0214e+000 +3.3903e+000 +3.1448e+000
46 +2.245872796e+003 +2.245872796e+003 +2.395022796e+003 +2.395022796e+003 -2.9770e+000 +2.5079e-001 -2.2587e+000 +3.6836e+000 +3.1581e+000
77 +9.193687261e+002 +9.193687261e+002 +1.068518726e+003 +1.068518726e+003 -2.5372e+000 -3.3596e-001 -2.2489e+000 +3.2361e+000 +3.2349e+000
111 +6.288608375e+002 +6.288608375e+002 +7.780108375e+002 +7.780108375e+002 -2.2314e+000 -6.7030e-001 -1.6725e+000 +3.3713e+000 +3.0095e+000
171 +3.261749588e+002 +3.261749588e+002 +4.753249588e+002 +4.753249588e+002 -2.0092e+000 -7.4560e-001 -2.1754e+000 +2.9366e+000 +2.5146e-001
193 +2.422267358e+002 +2.422267358e+002 +3.913767358e+002 +3.913767358e+002 -1.9076e+000 -9.4797e-001 -2.1861e+000 +2.7876e+000 -2.7421e-001
545 +9.829621645e+001 +9.829621645e+001 +2.474462164e+002 +2.474462164e+002 -2.2014e+000 -2.3914e-001 -2.1985e-001 +6.4776e-001 -3.7811e+000
