% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.543312367e+003 +1.543312367e+003 +2.543312367e+003 +2.543312367e+003 -4.7159e+000 -2.4126e+000
2 +1.012411479e+002 +1.012411479e+002 +1.101241148e+003 +1.101241148e+003 -8.5973e-002 -7.1090e-001
5 +7.836386387e+001 +7.836386387e+001 +1.078363864e+003 +1.078363864e+003 +3.1884e+000 -2.4351e-001
24 +4.995042832e+001 +4.995042832e+001 +1.049950428e+003 +1.049950428e+003 -2.7523e+000 +4.4938e+000
28 +1.431094932e+001 +1.431094932e+001 +1.014310949e+003 +1.014310949e+003 -3.1362e+000 +3.1437e+000
32 +4.090725332e+000 +4.090725332e+000 +1.004090725e+003 +1.004090725e+003 -3.1663e+000 +3.0378e+000
33 +2.822337859e+000 +2.822337859e+000 +1.002822338e+003 +1.002822338e+003 -3.1582e+000 +3.0660e+000
57 +2.264322871e+000 +2.264322871e+000 +1.002264323e+003 +1.002264323e+003 -3.0525e+000 +3.0368e+000
58 +1.375284843e+000 +1.375284843e+000 +1.001375285e+003 +1.001375285e+003 -3.0998e+000 +3.0482e+000
87 +4.696064570e-002 +4.696064570e-002 +1.000046961e+003 +1.000046961e+003 -3.0697e+000 +3.0092e+000
89 +2.410609661e-002 +2.410609661e-002 +1.000024106e+003 +1.000024106e+003 -3.0641e+000 +3.0027e+000
115 +3.283709843e-003 +3.283709843e-003 +1.000003284e+003 +1.000003284e+003 -3.0595e+000 +3.0021e+000
118 +1.908161281e-004 +1.908161281e-004 +1.000000191e+003 +1.000000191e+003 -3.0560e+000 +3.0010e+000
120 +1.122745563e-004 +1.122745563e-004 +1.000000112e+003 +1.000000112e+003 -3.0564e+000 +3.0011e+000
139 +9.719375032e-005 +9.719375032e-005 +1.000000097e+003 +1.000000097e+003 -3.0565e+000 +3.0012e+000
145 +1.497038511e-006 +1.497038511e-006 +1.000000001e+003 +1.000000001e+003 -3.0569e+000 +3.0017e+000
150 +2.109151183e-007 +2.109151183e-007 +1.000000000e+003 +1.000000000e+003 -3.0568e+000 +3.0016e+000
151 +1.338096354e-007 +1.338096354e-007 +1.000000000e+003 +1.000000000e+003 -3.0568e+000 +3.0016e+000
167 +4.913215434e-008 +4.913215434e-008 +1.000000000e+003 +1.000000000e+003 -3.0568e+000 +3.0016e+000
173 +5.653078006e-009 +5.653078006e-009 +1.000000000e+003 +1.000000000e+003 -3.0568e+000 +3.0016e+000
178 +1.294552021e-009 +1.294552021e-009 +1.000000000e+003 +1.000000000e+003 -3.0568e+000 +3.0016e+000
294 +9.940777090e-010 +9.940777090e-010 +1.000000000e+003 +1.000000000e+003 -3.0568e+000 +3.0016e+000
