% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.022741663e+006 +2.022741663e+006 +2.022686723e+006 +2.022686723e+006 +2.4576e+000 -9.5135e-001
2 +1.721846372e+005 +1.721846372e+005 +1.721296972e+005 +1.721296972e+005 -2.6237e+000 -1.7250e+000
25 +5.780046380e+003 +5.780046380e+003 +5.725106380e+003 +5.725106380e+003 -1.1458e+001 +6.8146e-001
27 +5.713293763e+002 +5.713293763e+002 +5.163893763e+002 +5.163893763e+002 -1.1470e+001 +6.2464e-001
28 +1.100921240e+002 +1.100921240e+002 +5.515212404e+001 +5.515212404e+001 -1.1475e+001 +6.0532e-001
43 +1.538708931e+000 +1.538708931e+000 -5.340129107e+001 -5.340129107e+001 -6.1643e-001 -1.7484e+000
45 +3.741676441e-001 +3.741676441e-001 -5.456583236e+001 -5.456583236e+001 -1.1722e+000 -1.6281e+000
48 +2.389907840e-003 +2.389907840e-003 -5.493761009e+001 -5.493761009e+001 -1.7718e+000 -1.4982e+000
49 +1.062262137e-003 +1.062262137e-003 -5.493893774e+001 -5.493893774e+001 -1.7570e+000 -1.5014e+000
50 +8.987600779e-006 +8.987600779e-006 -5.493999101e+001 -5.493999101e+001 -1.7275e+000 -1.5078e+000
60 +6.620229627e-007 +6.620229627e-007 -5.493999934e+001 -5.493999934e+001 -1.7264e+000 -1.5080e+000
466 +4.341938791e-007 +4.341938791e-007 -5.493999957e+001 -5.493999957e+001 -1.7258e+000 -1.5081e+000
493 +3.971745457e-007 +3.971745457e-007 -5.493999960e+001 -5.493999960e+001 -1.7258e+000 -1.5081e+000
