% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.423650594e+007 +2.423650594e+007 +2.423645100e+007 +2.423645100e+007 +9.0462e-001 +3.0145e+000
2 +2.619974491e+006 +2.619974491e+006 +2.619919551e+006 +2.619919551e+006 -3.0020e+000 -2.7507e+000
25 +2.021316188e+004 +2.021316188e+004 +2.015822188e+004 +2.015822188e+004 -4.1817e+000 -1.1141e+000
26 +2.975047469e+003 +2.975047469e+003 +2.920107469e+003 +2.920107469e+003 -4.1427e+000 -9.3393e-001
27 +3.118848380e+001 +3.118848380e+001 -2.375151620e+001 -2.375151620e+001 -4.1521e+000 -9.7760e-001
28 +8.638898726e+000 +8.638898726e+000 -4.630110127e+001 -4.630110127e+001 -4.1535e+000 -9.8399e-001
29 +5.805850148e+000 +5.805850148e+000 -4.913414985e+001 -4.913414985e+001 -4.1531e+000 -9.8218e-001
38 +3.159431485e+000 +3.159431485e+000 -5.178056852e+001 -5.178056852e+001 +9.8324e-002 -1.9033e+000
42 +4.329507330e-002 +4.329507330e-002 -5.489670493e+001 -5.489670493e+001 -1.5256e+000 -1.5515e+000
43 +2.468902665e-002 +2.468902665e-002 -5.491531097e+001 -5.491531097e+001 -1.5705e+000 -1.5418e+000
44 +3.645012667e-003 +3.645012667e-003 -5.493635499e+001 -5.493635499e+001 -1.7778e+000 -1.4968e+000
46 +8.083378593e-004 +8.083378593e-004 -5.493919166e+001 -5.493919166e+001 -1.7151e+000 -1.5104e+000
60 +5.755780814e-004 +5.755780814e-004 -5.493942442e+001 -5.493942442e+001 -1.7249e+000 -1.5083e+000
62 +3.267725295e-004 +3.267725295e-004 -5.493967323e+001 -5.493967323e+001 -1.7249e+000 -1.5083e+000
773 +2.309502818e-004 +2.309502818e-004 -5.493976905e+001 -5.493976905e+001 -1.7409e+000 -1.5049e+000
774 +1.576288952e-006 +1.576288952e-006 -5.493999842e+001 -5.493999842e+001 -1.7260e+000 -1.5081e+000
1863 +9.824901781e-008 +9.824901781e-008 -5.493999990e+001 -5.493999990e+001 -1.7266e+000 -1.5080e+000
1896 +5.728786334e-008 +5.728786334e-008 -5.493999994e+001 -5.493999994e+001 -1.7265e+000 -1.5080e+000
