% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.194000924e+006 +2.194000924e+006 +2.193945984e+006 +2.193945984e+006 -8.2809e-001 -5.0509e-001 +2.4766e+000 +3.5946e+000 +3.7224e+000
37 +5.276476574e+005 +5.276476574e+005 +5.275927174e+005 +5.275927174e+005 -3.2402e+000 -1.8600e+000 -2.9749e+000 +9.1549e+000 -4.0507e-001
62 +1.934549233e+004 +1.934549233e+004 +1.929055233e+004 +1.929055233e+004 -4.2112e+000 -2.8233e+000 -2.3577e+000 +6.4054e+000 -1.0888e+000
63 +1.635417946e+003 +1.635417946e+003 +1.580477946e+003 +1.580477946e+003 -4.3962e+000 -3.0283e+000 -2.2221e+000 +5.8403e+000 -1.2380e+000
64 +9.114695396e+002 +9.114695396e+002 +8.565295396e+002 +8.565295396e+002 -4.4167e+000 -3.0510e+000 -2.2071e+000 +5.7777e+000 -1.2545e+000
93 +5.037165452e+002 +5.037165452e+002 +4.487765452e+002 +4.487765452e+002 -4.3960e+000 -2.8591e+000 -2.1720e+000 +5.6303e+000 -1.3596e+000
94 +2.455964040e+002 +2.455964040e+002 +1.906564040e+002 +1.906564040e+002 -4.3555e+000 -2.6656e+000 -2.1575e+000 +5.5690e+000 -1.4340e+000
98 +1.145710415e+002 +1.145710415e+002 +5.963104151e+001 +5.963104151e+001 -4.2898e+000 -2.3519e+000 -2.1339e+000 +5.4695e+000 -1.5547e+000
124 +4.807696466e+001 +4.807696466e+001 -6.863035344e+000 -6.863035344e+000 -4.4378e+000 -2.0477e+000 -1.2029e+000 +5.5145e+000 -1.1166e+000
125 +3.701745247e+001 +3.701745247e+001 -1.792254753e+001 -1.792254753e+001 -4.4847e+000 -1.9544e+000 -9.1058e-001 +5.5294e+000 -9.7798e-001
155 +3.174000231e+000 +3.174000231e+000 -5.176599977e+001 -5.176599977e+001 -2.3752e+000 -1.5905e+000 -1.2222e+000 +3.8522e+000 +1.9725e+000
156 +1.145793246e+000 +1.145793246e+000 -5.379420675e+001 -5.379420675e+001 -1.9008e+000 -1.5205e+000 -1.3255e+000 +3.4777e+000 +2.6123e+000
188 +4.176248986e-002 +4.176248986e-002 -5.489823751e+001 -5.489823751e+001 -1.6555e+000 -1.5049e+000 -1.4018e+000 +3.2877e+000 +2.9346e+000
193 +3.585229140e-002 +3.585229140e-002 -5.490414771e+001 -5.490414771e+001 -1.6433e+000 -1.5054e+000 -1.4071e+000 +3.2785e+000 +2.9501e+000
