% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.045200980e+007 +2.045200980e+007 +2.045208607e+007 +2.045208607e+007 +1.7676e+000 -4.7248e+000 -6.5771e-001 -2.9626e+000 +3.9515e+000 -1.0479e-001 +2.2986e-001 +3.5502e+000 -9.8212e-001 +1.2668e+000
3 +7.083321455e+006 +7.083321455e+006 +7.083397725e+006 +7.083397725e+006 -2.3448e-001 +4.5368e+000 +3.5328e+000 -1.9841e+000 +4.8098e+000 -4.7164e+000 +5.8721e-001 -2.1280e+000 +1.7911e-001 -2.9718e+000
4 +1.660944195e+006 +1.660944195e+006 +1.661020465e+006 +1.661020465e+006 -9.6758e-001 +1.8138e+000 +2.1254e+000 +3.7023e+000 -4.7703e+000 -4.1136e+000 +2.5917e+000 +2.6081e+000 -1.8826e+000 +1.8561e+000
6 +1.225979360e+006 +1.225979360e+006 +1.226055630e+006 +1.226055630e+006 +3.5762e-001 +1.3039e+000 +3.1143e+000 +2.5780e-001 -2.0827e+000 +4.1661e+000 -1.1083e+000 -3.3744e+000 +3.8520e+000 -4.7048e+000
7 +5.006758656e+005 +5.006758656e+005 +5.007521356e+005 +5.007521356e+005 -4.0547e+000 +3.9844e+000 -2.1817e+000 -2.4708e-001 +4.4579e+000 -3.6868e+000 -2.5204e+000 +4.2940e-001 -3.8309e+000 -2.1900e+000
72 +2.773296810e+005 +2.773296810e+005 +2.774059510e+005 +2.774059510e+005 -2.2871e+000 +3.4171e+000 -3.9434e+000 -4.3672e+000 +2.8703e+000 -6.0561e-001 -3.4501e+000 +2.1927e+000 -3.8309e+000 -2.1900e+000
74 +1.231285408e+005 +1.231285408e+005 +1.232048108e+005 +1.232048108e+005 -4.0547e+000 +3.9844e+000 -2.1817e+000 -2.4708e-001 +4.4579e+000 -3.6868e+000 -2.5204e+000 +4.2940e-001 +1.7911e-001 -2.9718e+000
99 +9.830440630e+004 +9.830440630e+004 +9.838067630e+004 +9.838067630e+004 -3.4383e+000 +5.6474e-001 +3.1143e+000 +2.5780e-001 -2.0827e+000 +4.1661e+000 -1.1083e+000 -1.4269e+000 -3.8309e+000 -2.1900e+000
264 +1.374657638e+004 +1.374657638e+004 +1.382284638e+004 +1.382284638e+004 -3.4383e+000 +5.6474e-001 +3.1143e+000 +2.5780e-001 -2.0827e+000 -3.6868e+000 -2.5204e+000 +4.2940e-001 -3.8309e+000 -2.1900e+000
355 +1.133919674e+002 +1.133919674e+002 +1.896619674e+002 +1.896619674e+002 -3.4383e+000 +5.6474e-001 +3.1143e+000 +1.4178e+000 -2.0827e+000 -3.6868e+000 -2.5204e+000 +4.2940e-001 -3.8309e+000 -2.1900e+000
