% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.988559437e+005 +4.988559437e+005 +4.989322137e+005 +4.989322137e+005 -1.7711e+000 -2.1350e+000
27 +1.298819895e+003 +1.298819895e+003 +1.375089895e+003 +1.375089895e+003 -2.5081e+000 -2.6897e+000
28 +8.894538568e+002 +8.894538568e+002 +9.657238568e+002 +9.657238568e+002 -2.4889e+000 -2.6291e+000
29 +3.240008347e+000 +3.240008347e+000 +7.951000835e+001 +7.951000835e+001 -2.4977e+000 -2.6568e+000
40 +5.128129568e-001 +5.128129568e-001 +7.678281296e+001 +7.678281296e+001 -2.3271e-001 -3.3737e+000
44 +5.295655945e-002 +5.295655945e-002 +7.632295656e+001 +7.632295656e+001 -1.0979e+000 -3.1001e+000
45 +2.201029179e-002 +2.201029179e-002 +7.629201029e+001 +7.629201029e+001 -8.7042e-001 -3.1720e+000
67 +1.405925435e-002 +1.405925435e-002 +7.628405925e+001 +7.628405925e+001 -9.2891e-001 -3.1535e+000
763 +2.950659353e-004 +2.950659353e-004 +7.627029507e+001 +7.627029507e+001 -9.3414e-001 -3.1517e+000
777 +1.989377263e-004 +1.989377263e-004 +7.627019894e+001 +7.627019894e+001 -9.3828e-001 -3.1504e+000
779 +5.617671789e-006 +5.617671789e-006 +7.627000562e+001 +7.627000562e+001 -9.3827e-001 -3.1504e+000
1503 +6.858877839e-007 +6.858877839e-007 +7.627000069e+001 +7.627000069e+001 -9.3830e-001 -3.1504e+000
1508 +9.220096331e-008 +9.220096331e-008 +7.627000009e+001 +7.627000009e+001 -9.3869e-001 -3.1503e+000
1527 +1.607557465e-008 +1.607557465e-008 +7.627000002e+001 +7.627000002e+001 -9.3831e-001 -3.1504e+000
1531 +2.095475793e-009 +2.095475793e-009 +7.627000000e+001 +7.627000000e+001 -9.3844e-001 -3.1504e+000
1532 +3.987281616e-010 +3.987281616e-010 +7.627000000e+001 +7.627000000e+001 -9.3841e-001 -3.1504e+000
1559 +3.715001640e-010 +3.715001640e-010 +7.627000000e+001 +7.627000000e+001 -9.3840e-001 -3.1504e+000
1784 +1.834621344e-011 +1.834621344e-011 +7.627000000e+001 +7.627000000e+001 -9.3840e-001 -3.1504e+000
1788 +1.467981292e-011 +1.467981292e-011 +7.627000000e+001 +7.627000000e+001 -9.3840e-001 -3.1504e+000
1814 +9.265477274e-012 +9.265477274e-012 +7.627000000e+001 +7.627000000e+001 -9.3840e-001 -3.1504e+000
