% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.616533555e+002 +1.616533555e+002 +2.330033555e+002 +2.330033555e+002 +1.8541e+000 +2.4082e+000 -2.5743e+000
2 +1.557801572e+002 +1.557801572e+002 +2.271301572e+002 +2.271301572e+002 -2.2856e+000 +4.3314e+000 -3.3878e+000
3 +3.868505856e+001 +3.868505856e+001 +1.100350586e+002 +1.100350586e+002 -1.7962e+000 +4.8977e+000 +3.4303e+000
5 +2.181767727e+001 +2.181767727e+001 +9.316767727e+001 +9.316767727e+001 -1.2044e+000 -5.8606e-001 +4.8562e+000
111 +8.292989102e+000 +8.292989102e+000 +7.964298910e+001 +7.964298910e+001 -3.8158e-001 +1.2521e-001 -5.4864e+000
201 +6.102351780e+000 +6.102351780e+000 +7.745235178e+001 +7.745235178e+001 -3.5262e-001 +1.0148e-001 -5.5633e+000
230 +3.537307676e+000 +3.537307676e+000 +7.488730768e+001 +7.488730768e+001 -3.5646e-001 +1.2395e-001 -5.5083e+000
1259 +2.430572130e+000 +2.430572130e+000 +7.378057213e+001 +7.378057213e+001 +4.4553e+000 +3.0744e+000 +2.1315e+000
1261 +1.499644820e+000 +1.499644820e+000 +7.284964482e+001 +7.284964482e+001 +4.4393e+000 +3.0575e+000 +2.1349e+000
1302 +8.317362657e-001 +8.317362657e-001 +7.218173627e+001 +7.218173627e+001 +4.4288e+000 +3.0773e+000 +2.1491e+000
