% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.127795325e+008 +1.127795325e+008 +1.127793226e+008 +1.127793226e+008 +3.3885e+001 +1.3239e+001 +1.4063e+001 +3.9679e+001 +1.0829e+001
52 +4.824836741e+007 +4.824836741e+007 +4.824815753e+007 +4.824815753e+007 +3.3885e+001 +1.3238e+001 +1.4048e+001 +3.8817e+001 +5.1230e+000
56 +3.721246308e+007 +3.721246308e+007 +3.721225320e+007 +3.721225320e+007 +3.3885e+001 +1.3238e+001 +1.4038e+001 +3.8305e+001 +1.7293e+000
85 +2.338578574e+006 +2.338578574e+006 +2.338368694e+006 +2.338368694e+006 +3.3884e+001 +1.3187e+001 +1.3172e+001 +4.9094e+000 +3.2263e+000
180 +8.687236747e+005 +8.687236747e+005 +8.685137947e+005 +8.685137947e+005 +8.2920e+000 +1.0021e+002 -9.8096e+000 -5.5693e-001 +2.0630e+000
213 +5.503349504e+005 +5.503349504e+005 +5.501250704e+005 +5.501250704e+005 -5.1431e+000 +9.7237e+001 +3.8443e+000 +1.2378e+000 +1.3373e+000
214 +2.591884176e+005 +2.591884176e+005 +2.589785376e+005 +2.589785376e+005 +5.6828e+000 +7.7692e+001 +4.0878e-001 +1.1803e+000 +1.8939e+000
324 +1.174692886e+005 +1.174692886e+005 +1.172594086e+005 +1.172594086e+005 +2.4145e+001 +4.6562e+001 +8.8943e+000 +2.1693e+000 +1.9405e+000
327 +8.946312230e+004 +8.946312230e+004 +8.925324230e+004 +8.925324230e+004 +2.4139e+001 +4.6236e+001 +3.0410e+000 +2.1134e+000 +1.9409e+000
354 +3.227956780e+004 +3.227956780e+004 +3.206968780e+004 +3.206968780e+004 +2.3547e+001 +1.4467e+001 +3.6300e+000 +2.1210e+000 +1.9393e+000
355 +2.454499113e+004 +2.454499113e+004 +2.433511113e+004 +2.433511113e+004 +2.3284e+001 +3.9159e-001 +3.6734e+000 +2.1223e+000 +1.9387e+000
381 +4.870811567e+003 +4.870811567e+003 +4.660931567e+003 +4.660931567e+003 -4.5919e+001 +1.0911e+000 +3.6179e+000 +2.3605e+000 +1.7365e+000
385 +1.711072547e+003 +1.711072547e+003 +1.501192547e+003 +1.501192547e+003 -1.9487e+001 +7.3768e-001 +3.6393e+000 +2.2695e+000 +1.8137e+000
386 +9.756517217e+002 +9.756517217e+002 +7.657717217e+002 +7.657717217e+002 -2.7240e+001 +8.4135e-001 +3.6330e+000 +2.2962e+000 +1.7910e+000
412 +7.226129023e+001 +7.226129023e+001 -1.376187098e+002 -1.376187098e+002 +6.2639e+000 +6.9342e-001 +3.5868e+000 +2.3585e+000 +1.7816e+000
413 +5.988342161e+001 +5.988342161e+001 -1.499965784e+002 -1.499965784e+002 +1.2881e+000 +7.1505e-001 +3.5938e+000 +2.3491e+000 +1.7831e+000
1013 +1.978913292e+001 +1.978913292e+001 -1.900908671e+002 -1.900908671e+002 +4.8672e+000 +4.5257e-001 +3.6260e+000 +2.3841e+000 +1.7840e+000
3967 +1.044935936e+001 +1.044935936e+001 -1.994306406e+002 -1.994306406e+002 +2.7142e-002 +8.5783e-001 +3.5608e+000 +2.3773e+000 +1.7842e+000
3968 +4.735922982e+000 +4.735922982e+000 -2.051440770e+002 -2.051440770e+002 +2.2188e-001 +4.7630e-001 +3.5600e+000 +2.3955e+000 +1.7846e+000
3972 +3.554467159e+000 +3.554467159e+000 -2.063255328e+002 -2.063255328e+002 +1.9116e-001 +5.3649e-001 +3.5601e+000 +2.3926e+000 +1.7845e+000
4324 +2.394512072e+000 +2.394512072e+000 -2.074854879e+002 -2.074854879e+002 +2.8640e+000 +4.5087e-001 +3.5594e+000 +2.3863e+000 +1.7858e+000
4353 +9.842590679e-001 +9.842590679e-001 -2.088957409e+002 -2.088957409e+002 +2.8059e-001 +5.2668e-001 +3.5556e+000 +2.3864e+000 +1.7857e+000
4357 +9.718193956e-002 +9.718193956e-002 -2.097828181e+002 -2.097828181e+002 +1.2667e+000 +4.9380e-001 +3.5572e+000 +2.3864e+000 +1.7857e+000
4379 +4.727626845e-002 +4.727626845e-002 -2.098327237e+002 -2.098327237e+002 +1.1022e+000 +4.1940e-001 +3.5566e+000 +2.3864e+000 +1.7857e+000
4383 +1.579005785e-002 +1.579005785e-002 -2.098642099e+002 -2.098642099e+002 +1.1712e+000 +4.4761e-001 +3.5568e+000 +2.3864e+000 +1.7857e+000
7735 +4.560393912e-003 +4.560393912e-003 -2.098754396e+002 -2.098754396e+002 +1.2458e+000 +4.4694e-001 +3.5556e+000 +2.3863e+000 +1.7856e+000
7761 +3.917567284e-003 +3.917567284e-003 -2.098760824e+002 -2.098760824e+002 +1.2442e+000 +4.4569e-001 +3.5557e+000 +2.3863e+000 +1.7856e+000
