% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.674641571e+006 +3.674641571e+006 +3.674431691e+006 +3.674431691e+006 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
36 +1.804196122e+005 +1.804196122e+005 +1.802097322e+005 +1.802097322e+005 +2.4100e-006 +1.6142e-005 +5.3418e-003 +8.6601e-002 +1.8735e+000
66 +7.026259725e+004 +7.026259725e+004 +7.005271725e+004 +7.005271725e+004 +1.0945e-004 +7.3312e-004 +2.4238e-001 +3.6488e+000 +1.7764e+000
67 +1.138104617e+004 +1.138104617e+004 +1.117116617e+004 +1.117116617e+004 +7.2257e-005 +4.8399e-004 +1.6001e-001 +2.4109e+000 +1.7806e+000
98 +2.278747100e+002 +2.278747100e+002 +1.799471000e+001 +1.799471000e+001 +1.4600e-003 +9.7872e-003 +3.1272e+000 +2.3860e+000 +1.7807e+000
99 +8.194971486e+001 +8.194971486e+001 -1.279302851e+002 -1.279302851e+002 +1.7597e-003 +1.1796e-002 +3.7680e+000 +2.3846e+000 +1.7807e+000
100 +3.598084540e+001 +3.598084540e+001 -1.738991546e+002 -1.738991546e+002 +1.6644e-003 +1.1157e-002 +3.5641e+000 +2.3850e+000 +1.7807e+000
156 +9.826486158e+000 +9.826486158e+000 -2.000535138e+002 -2.000535138e+002 +3.8333e+000 +5.4352e-001 +3.5545e+000 +2.3871e+000 +1.7872e+000
160 +2.530698783e+000 +2.530698783e+000 -2.073493012e+002 -2.073493012e+002 +2.3962e+000 +5.2123e-001 +3.5545e+000 +2.3863e+000 +1.7847e+000
162 +2.503657819e+000 +2.503657819e+000 -2.073763422e+002 -2.073763422e+002 +2.3402e+000 +5.2036e-001 +3.5545e+000 +2.3863e+000 +1.7846e+000
196 +1.759411334e-001 +1.759411334e-001 -2.097040589e+002 -2.097040589e+002 +1.1295e+000 +5.1536e-001 +3.5545e+000 +2.3865e+000 +1.7858e+000
197 +1.308302974e-001 +1.308302974e-001 -2.097491697e+002 -2.097491697e+002 +1.2874e+000 +5.1587e-001 +3.5545e+000 +2.3865e+000 +1.7856e+000
223 +2.810878156e-002 +2.810878156e-002 -2.098518912e+002 -2.098518912e+002 +1.2461e+000 +4.7519e-001 +3.5544e+000 +2.3863e+000 +1.7856e+000
226 +4.893440145e-003 +4.893440145e-003 -2.098751066e+002 -2.098751066e+002 +1.2257e+000 +4.5006e-001 +3.5543e+000 +2.3863e+000 +1.7855e+000
258 +3.683051738e-003 +3.683051738e-003 -2.098763169e+002 -2.098763169e+002 +1.2254e+000 +4.4968e-001 +3.5543e+000 +2.3863e+000 +1.7856e+000
262 +6.415807322e-004 +6.415807322e-004 -2.098793584e+002 -2.098793584e+002 +1.2181e+000 +4.4456e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
291 +4.995939463e-004 +4.995939463e-004 -2.098795004e+002 -2.098795004e+002 +1.2183e+000 +4.4470e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
299 +1.116527815e-004 +1.116527815e-004 -2.098798883e+002 -2.098798883e+002 +1.2163e+000 +4.4734e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
301 +9.235389177e-005 +9.235389177e-005 -2.098799076e+002 -2.098799076e+002 +1.2158e+000 +4.4799e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
333 +1.392082282e-005 +1.392082282e-005 -2.098799861e+002 -2.098799861e+002 +1.2108e+000 +4.4800e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
336 +8.844571397e-006 +8.844571397e-006 -2.098799912e+002 -2.098799912e+002 +1.2077e+000 +4.4803e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
361 +3.658676604e-006 +3.658676604e-006 -2.098799963e+002 -2.098799963e+002 +1.2088e+000 +4.4802e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
367 +2.888905044e-007 +2.888905044e-007 -2.098799997e+002 -2.098799997e+002 +1.2070e+000 +4.4800e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
