% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.242932463e+009 +1.242932463e+009 +1.242932254e+009 +1.242932254e+009 +4.0216e+001 +4.9305e+001 +2.0327e+001 +2.0657e+001 +3.9302e+001
3 +9.560685601e+008 +9.560685601e+008 +9.560683502e+008 +9.560683502e+008 +3.9615e+001 +4.0044e+001 +3.8646e+001 +3.4940e+001 +2.9464e+001
6 +1.778794335e+008 +1.778794335e+008 +1.778792236e+008 +1.778792236e+008 +4.9946e+001 +4.5967e+001 +4.5370e+001 +4.8548e+001 +1.2766e+001
51 +1.008012681e+007 +1.008012681e+007 +1.007991693e+007 +1.007991693e+007 +4.0216e+001 +4.9301e+001 +2.0323e+001 +2.0316e+001 +2.7125e+000
53 +9.334140892e+006 +9.334140892e+006 +9.333931012e+006 +9.333931012e+006 +4.0216e+001 +4.9301e+001 +2.0323e+001 +2.0308e+001 +1.9186e+000
78 +2.129565881e+006 +2.129565881e+006 +2.129356001e+006 +2.129356001e+006 +4.0214e+001 +4.9145e+001 +2.0170e+001 +9.5582e+000 +1.8086e+000
81 +3.754722534e+005 +3.754722534e+005 +3.752623734e+005 +3.752623734e+005 +4.0213e+001 +4.9054e+001 +2.0081e+001 +3.2868e+000 +1.8227e+000
111 +3.910223836e+004 +3.910223836e+004 +3.889235836e+004 +3.889235836e+004 +3.9969e+001 +3.0886e+001 +1.9299e+000 +2.3831e+000 +1.8244e+000
170 +1.765708617e+004 +1.765708617e+004 +1.744720617e+004 +1.744720617e+004 -2.0398e+001 +2.1918e+001 +5.0838e+000 +2.3833e+000 +1.7374e+000
527 +1.250455882e+004 +1.250455882e+004 +1.229467882e+004 +1.229467882e+004 +3.7200e+001 +2.7647e+000 +6.2066e+000 +2.7132e+000 +1.7748e+000
559 +4.538794689e+003 +4.538794689e+003 +4.328914689e+003 +4.328914689e+003 +2.9924e+001 -6.1679e+000 +4.8634e+000 +2.4812e+000 +1.7769e+000
588 +1.851500037e+003 +1.851500037e+003 +1.641620037e+003 +1.641620037e+003 +1.2894e+001 +1.2061e+000 +4.6927e+000 +2.3216e+000 +1.7798e+000
752 +7.480428744e+002 +7.480428744e+002 +5.381628744e+002 +5.381628744e+002 -9.3825e+000 -3.3916e+000 +3.5935e+000 +2.4553e+000 +1.7904e+000
779 +4.123132015e+002 +4.123132015e+002 +2.024332015e+002 +2.024332015e+002 +1.9540e+001 -9.0433e-001 +3.5566e+000 +2.4279e+000 +1.7873e+000
783 +3.254933393e+002 +3.254933393e+002 +1.156133393e+002 +1.156133393e+002 +8.7560e+000 -1.8489e+000 +3.5710e+000 +2.4387e+000 +1.7859e+000
980 +1.361888555e+002 +1.361888555e+002 -7.369114451e+001 -7.369114451e+001 +1.2619e+001 +3.6198e-001 +3.5650e+000 +2.3707e+000 +1.7870e+000
1177 +5.000428227e+001 +5.000428227e+001 -1.598757177e+002 -1.598757177e+002 +4.4545e+000 +6.7261e-001 +3.5141e+000 +2.4194e+000 +1.7882e+000
2769 +2.265353126e+001 +2.265353126e+001 -1.872264687e+002 -1.872264687e+002 +4.8277e+000 +1.4936e-001 +3.5726e+000 +2.3842e+000 +1.7883e+000
2774 +1.520465741e+001 +1.520465741e+001 -1.946753426e+002 -1.946753426e+002 +2.2212e+000 +2.1602e-001 +3.5674e+000 +2.3859e+000 +1.7892e+000
4534 +3.926540461e+000 +3.926540461e+000 -2.059534595e+002 -2.059534595e+002 +1.8690e+000 +6.8508e-001 +3.5468e+000 +2.3854e+000 +1.7869e+000
4565 +9.674836792e-001 +9.674836792e-001 -2.089125163e+002 -2.089125163e+002 +1.3018e+000 +4.7911e-001 +3.5482e+000 +2.3863e+000 +1.7865e+000
4766 +6.034143231e-002 +6.034143231e-002 -2.098196586e+002 -2.098196586e+002 +1.4360e+000 +4.4112e-001 +3.5539e+000 +2.3866e+000 +1.7857e+000
5567 +3.558261622e-002 +3.558261622e-002 -2.098444174e+002 -2.098444174e+002 +1.0743e+000 +4.5236e-001 +3.5580e+000 +2.3861e+000 +1.7856e+000
5571 +1.102346251e-002 +1.102346251e-002 -2.098689765e+002 -2.098689765e+002 +1.2022e+000 +4.5266e-001 +3.5577e+000 +2.3865e+000 +1.7856e+000
5780 +9.612366783e-003 +9.612366783e-003 -2.098703876e+002 -2.098703876e+002 +1.1425e+000 +4.4777e-001 +3.5536e+000 +2.3866e+000 +1.7855e+000
6751 +3.656251858e-003 +3.656251858e-003 -2.098763437e+002 -2.098763437e+002 +1.2080e+000 +4.5681e-001 +3.5533e+000 +2.3864e+000 +1.7856e+000
6753 +6.299121007e-004 +6.299121007e-004 -2.098793701e+002 -2.098793701e+002 +1.2196e+000 +4.4758e-001 +3.5538e+000 +2.3864e+000 +1.7856e+000
