% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.496669752e+007 +3.496669752e+007 +3.496648764e+007 +3.496648764e+007
5 +2.021514015e+007 +2.021514015e+007 +2.021493027e+007 +2.021493027e+007
6 +1.266412968e+007 +1.266412968e+007 +1.266391980e+007 +1.266391980e+007
139 +9.695052376e+006 +9.695052376e+006 +9.694842496e+006 +9.694842496e+006
237 +5.801723522e+006 +5.801723522e+006 +5.801513642e+006 +5.801513642e+006
333 +1.604892009e+006 +1.604892009e+006 +1.604682129e+006 +1.604682129e+006
435 +1.232310299e+006 +1.232310299e+006 +1.232100419e+006 +1.232100419e+006
543 +9.659857203e+005 +9.659857203e+005 +9.657758403e+005 +9.657758403e+005
746 +6.169742624e+005 +6.169742624e+005 +6.167643824e+005 +6.167643824e+005
1345 +3.903117261e+005 +3.903117261e+005 +3.901018461e+005 +3.901018461e+005
2947 +2.259988788e+005 +2.259988788e+005 +2.257889988e+005 +2.257889988e+005
3347 +1.490278125e+005 +1.490278125e+005 +1.488179325e+005 +1.488179325e+005
3549 +8.906851474e+004 +8.906851474e+004 +8.885863474e+004 +8.885863474e+004
3645 +5.849149321e+004 +5.849149321e+004 +5.828161321e+004 +5.828161321e+004
3744 +3.606424710e+004 +3.606424710e+004 +3.585436710e+004 +3.585436710e+004
3845 +2.200006866e+004 +2.200006866e+004 +2.179018866e+004 +2.179018866e+004
4046 +1.526044827e+004 +1.526044827e+004 +1.505056827e+004 +1.505056827e+004
16565 +9.710570668e+003 +9.710570668e+003 +9.500690668e+003 +9.500690668e+003
16765 +5.337407596e+003 +5.337407596e+003 +5.127527596e+003 +5.127527596e+003
46182 +3.286892041e+003 +3.286892041e+003 +3.077012041e+003 +3.077012041e+003
