% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.140938489e+007 +2.140938489e+007 +2.140917501e+007 +2.140917501e+007 -4.7980e+000 -2.1418e+000 +2.1458e+000 -4.7998e+000 +4.0395e+000 +3.0731e+000 +9.5034e-001 +2.8559e+000 -1.0423e+000 -2.0107e+000
2 +4.526088515e+006 +4.526088515e+006 +4.525878635e+006 +4.525878635e+006 -2.7631e+000 -1.0267e+000 +5.6826e-001 +1.9573e+000 -1.0175e+000 -2.8105e+000 +4.3899e+000 -4.9304e+000 -2.9414e+000 +4.3442e+000
5 +3.696368568e+006 +3.696368568e+006 +3.696158688e+006 +3.696158688e+006 -2.1278e+000 +2.7987e+000 +8.2618e-001 -3.5669e+000 +4.8682e+000 -1.7745e+000 -2.1640e+000 +2.8747e+000 -2.4782e+000 +4.3396e+000
49 +4.421685736e+005 +4.421685736e+005 +4.419586936e+005 +4.419586936e+005 -4.7980e+000 -2.1418e+000 +2.1458e+000 -4.7989e+000 +4.0377e+000 +3.0725e+000 +9.7122e-001 +2.7470e+000 -1.0520e+000 +2.7896e+000
89 +1.778184272e+004 +1.778184272e+004 +1.757196272e+004 +1.757196272e+004 -4.7979e+000 -2.1414e+000 +2.1470e+000 -4.7761e+000 +3.9909e+000 +3.0572e+000 +1.5222e+000 +2.2312e-001 -1.1177e+000 +2.5990e+000
90 +1.225315385e+004 +1.225315385e+004 +1.204327385e+004 +1.204327385e+004 -4.7978e+000 -2.1414e+000 +2.1472e+000 -4.7723e+000 +3.9830e+000 +3.0546e+000 +1.6145e+000 -1.9954e-001 -1.1287e+000 +2.5979e+000
169 +7.682869919e+003 +7.682869919e+003 +7.472989919e+003 +7.472989919e+003 -4.7974e+000 -2.1403e+000 +2.1507e+000 -4.7024e+000 +3.8295e+000 +3.0117e+000 +2.1696e+000 -3.5748e-002 -1.1524e+000 +2.5983e+000
209 +4.926590518e+003 +4.926590518e+003 +4.716710518e+003 +4.716710518e+003 -4.7928e+000 -2.1295e+000 +2.1859e+000 -4.0348e+000 +2.3043e+000 +2.4249e+000 +2.2604e+000 -2.3590e-002 -1.1645e+000 +2.5984e+000
287 +3.104706133e+003 +3.104706133e+003 +2.894826133e+003 +2.894826133e+003 -4.7762e+000 -2.0909e+000 +2.3170e+000 -2.2795e+000 +1.6980e+000 +2.8050e+000 +2.2458e+000 -2.6532e-002 -1.1612e+000 +2.5984e+000
288 +1.293746617e+003 +1.293746617e+003 +1.083866617e+003 +1.083866617e+003 -4.7450e+000 -2.0182e+000 +2.5666e+000 +7.6022e-001 +2.1644e+000 +2.6961e+000 +2.2372e+000 -2.7053e-002 -1.1613e+000 +2.5984e+000
370 +7.049311424e+002 +7.049311424e+002 +4.950511424e+002 +4.950511424e+002 +5.0261e-001 +6.9762e+000 +3.2187e+000 +2.1828e+000 +1.9785e+000 +2.7004e+000 +2.2664e+000 -3.7970e-002 -1.1442e+000 +2.6009e+000
408 +5.297039797e+002 +5.297039797e+002 +3.198239797e+002 +3.198239797e+002 +1.2593e+001 +2.3034e+000 +2.5998e+000 +3.5245e+000 +1.2698e+000 +2.7693e+000 +2.3213e+000 -8.3423e-002 -1.0929e+000 +2.6084e+000
409 +2.006183423e+002 +2.006183423e+002 -9.261657724e+000 -9.261657724e+000 +6.9459e+000 +3.9684e+000 +2.9354e+000 +2.8977e+000 +1.6011e+000 +2.7369e+000 +2.2953e+000 -6.2620e-002 -1.1167e+000 +2.6050e+000
442 +1.200503316e+002 +1.200503316e+002 -8.982966839e+001 -8.982966839e+001 -1.9286e-001 -1.5640e+000 +3.2937e+000 +2.5495e+000 +1.5609e+000 +2.6849e+000 +2.3634e+000 -5.7494e-002 -1.1176e+000 +2.6036e+000
446 +8.767515824e+001 +8.767515824e+001 -1.222048418e+002 -1.222048418e+002 +2.2879e+000 +6.2176e-001 +3.1715e+000 +2.6552e+000 +1.5907e+000 +2.7033e+000 +2.3362e+000 -5.8546e-002 -1.1183e+000 +2.6040e+000
1867 +4.998889931e+001 +4.998889931e+001 -1.598911007e+002 -1.598911007e+002 -3.8092e-002 -7.1051e-001 +3.1312e+000 +2.4522e+000 +1.7619e+000 +2.6836e+000 +2.3450e+000 -6.8140e-002 -1.1063e+000 +2.6052e+000
2360 +3.891572727e+001 +3.891572727e+001 -1.709642727e+002 -1.709642727e+002 +2.4415e+000 +5.9156e-001 +3.9105e+000 +2.3239e+000 +1.6996e+000 +2.7083e+000 +2.3061e+000 -8.8991e-002 -1.1005e+000 +2.6065e+000
