% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.664650304e+006 +2.664650304e+006 +2.664440424e+006 +2.664440424e+006 +4.0738e+000 +3.9721e+000 +2.3864e+000 -2.5985e+000 +3.0657e+000
2 +1.109364311e+006 +1.109364311e+006 +1.109154431e+006 +1.109154431e+006 +2.2055e+000 +3.9096e+000 +8.0643e-001 -3.6458e+000 +2.0454e+000
62 +5.616463691e+005 +5.616463691e+005 +5.614364891e+005 +5.614364891e+005 +8.3427e-001 +2.8154e+000 -7.4188e+000 +1.5336e-001 +2.2955e+000
89 +3.946643919e+005 +3.946643919e+005 +3.944545119e+005 +3.944545119e+005 +8.3453e-001 +2.7601e+000 +3.3064e+000 -2.4713e-001 +2.2409e+000
145 +2.428192850e+004 +2.428192850e+004 +2.407204850e+004 +2.407204850e+004 +1.4522e+000 +2.1703e+001 +3.4278e+000 +1.7832e+000 +1.7443e+000
171 +5.138804499e+002 +5.138804499e+002 +3.040004499e+002 +3.040004499e+002 +9.8774e-001 +2.4402e+000 +3.5556e+000 +2.2872e+000 +1.7749e+000
176 +1.632342984e+002 +1.632342984e+002 -4.664570158e+001 -4.664570158e+001 +9.2447e-001 +1.1766e+000 +3.5727e+000 +2.3893e+000 +1.7734e+000
367 +5.091372632e+001 +5.091372632e+001 -1.589662737e+002 -1.589662737e+002 +1.6209e+000 -7.3216e-001 +3.5559e+000 +2.3888e+000 +1.7848e+000
554 +1.566924449e+000 +1.566924449e+000 -2.083130756e+002 -2.083130756e+002 +7.4179e-001 +4.2471e-001 +3.5548e+000 +2.3881e+000 +1.7867e+000
559 +9.936225441e-001 +9.936225441e-001 -2.088863775e+002 -2.088863775e+002 +4.5771e-001 +4.1410e-001 +3.5550e+000 +2.3874e+000 +1.7863e+000
735 +2.113931770e-001 +2.113931770e-001 -2.096686068e+002 -2.096686068e+002 +1.0743e+000 +4.9201e-001 +3.5576e+000 +2.3862e+000 +1.7859e+000
762 +5.453802505e-002 +5.453802505e-002 -2.098254620e+002 -2.098254620e+002 +1.4206e+000 +4.4680e-001 +3.5576e+000 +2.3864e+000 +1.7856e+000
770 +3.888960515e-002 +3.888960515e-002 -2.098411104e+002 -2.098411104e+002 +1.3555e+000 +4.5371e-001 +3.5580e+000 +2.3863e+000 +1.7857e+000
