% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.384005757e+006 +1.384005757e+006 +1.383795877e+006 +1.383795877e+006 -2.3736e+000 -1.9114e+000 -2.8234e+000 -2.7279e-001 -4.1898e-001 +4.3939e+000 +1.7419e+000 -4.0714e+000 -1.6788e+000 +3.4342e+000
85 +3.023655695e+005 +3.023655695e+005 +3.021556895e+005 +3.021556895e+005 +1.0891e+000 +3.5853e+000 -6.3068e-002 -4.4682e+000 -1.9805e+000 +1.7318e-001 -1.6983e+000 -1.5043e+000 -1.2542e+000 +2.6013e+000
128 +1.261276483e+005 +1.261276483e+005 +1.259177683e+005 +1.259177683e+005 +1.0891e+000 +3.5851e+000 -6.1370e-002 -4.4555e+000 -1.9433e+000 +2.7018e-001 -8.9042e-001 +3.3988e-002 -1.2216e+000 +2.6053e+000
169 +2.669236120e+004 +2.669236120e+004 +2.648248120e+004 +2.648248120e+004 +1.0892e+000 +3.5838e+000 -5.1740e-002 -4.3840e+000 -1.7330e+000 +7.7594e-001 +3.0045e+000 +3.2911e-002 -1.2230e+000 +2.6054e+000
170 +2.392896177e+004 +2.392896177e+004 +2.371908177e+004 +2.371908177e+004 +1.0892e+000 +3.5840e+000 -5.3788e-002 -4.3992e+000 -1.7777e+000 +6.6872e-001 +2.1814e+000 +9.8258e-002 -1.2242e+000 +2.6053e+000
209 +1.324459042e+004 +1.324459042e+004 +1.303471042e+004 +1.303471042e+004 +1.0893e+000 +3.5714e+000 +3.7326e-002 -3.7366e+000 +1.6737e-001 +4.0806e+000 +2.3345e+000 +6.8589e-002 -1.2229e+000 +2.6054e+000
251 +6.783235874e+003 +6.783235874e+003 +6.573355874e+003 +6.573355874e+003 +1.0897e+000 +3.5468e+000 +2.1459e-001 -2.6448e+000 +1.6752e+000 +2.4783e+000 +2.3922e+000 +7.1855e-002 -1.2231e+000 +2.6053e+000
292 +4.305747372e+003 +4.305747372e+003 +4.095867372e+003 +4.095867372e+003 +1.0919e+000 +3.3926e+000 +1.3156e+000 +2.8975e+000 +1.1656e+000 +2.4814e+000 +2.3904e+000 +7.0626e-002 -1.2221e+000 +2.6053e+000
333 +3.653542414e+003 +3.653542414e+003 +3.443662414e+003 +3.443662414e+003 +1.1053e+000 +2.6321e+000 +4.8010e+000 +2.0515e+000 +1.2872e+000 +2.4824e+000 +2.3905e+000 +6.3518e-002 -1.2159e+000 +2.6052e+000
381 +1.713316016e+003 +1.713316016e+003 +1.503436016e+003 +1.503436016e+003 +1.3647e+000 -1.3871e+001 -7.6116e-001 +2.4616e+000 +1.6916e+000 +2.6707e+000 +2.3807e+000 -8.2876e-002 -1.0871e+000 +2.6025e+000
382 +7.240632041e+002 +7.240632041e+002 +5.141832041e+002 +5.141832041e+002 +1.2696e+000 -7.8043e+000 +2.1099e+000 +2.2341e+000 +1.5498e+000 +2.6013e+000 +2.3843e+000 -2.9136e-002 -1.1344e+000 +2.6035e+000
419 +3.113706665e+002 +3.113706665e+002 +1.014906665e+002 +1.014906665e+002 +1.2848e+000 +2.5324e+000 +1.6630e+000 +2.3607e+000 +1.6242e+000 +2.6310e+000 +2.3822e+000 -4.1641e-002 -1.1203e+000 +2.6033e+000
451 +1.109571152e+002 +1.109571152e+002 -9.892288482e+001 -9.892288482e+001 +1.0524e+000 +3.9489e+000 +3.0094e+000 +2.4289e+000 +1.9213e+000 +2.6846e+000 +2.3831e+000 -1.0181e-001 -1.1100e+000 +2.6035e+000
456 +9.633251352e+001 +9.633251352e+001 -1.135474865e+002 -1.135474865e+002 +1.0968e+000 +3.6107e+000 +2.7555e+000 +2.4149e+000 +1.8639e+000 +2.6742e+000 +2.3829e+000 -9.0197e-002 -1.1121e+000 +2.6035e+000
