% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.700340572e+008 +5.700340572e+008 +5.700338473e+008 +5.700338473e+008 +4.8348e+001 +4.3929e+001 +2.4173e+001 +1.7697e+001 +3.6602e+001 +2.1890e+001 +4.4897e+001 +1.0622e+001 +3.9014e+001 +1.7027e+001
5 +3.337025858e+008 +3.337025858e+008 +3.337023760e+008 +3.337023760e+008 +4.8977e+001 +2.2059e+001 +1.1072e+001 +2.6737e+001 +2.9402e+001 +1.8666e+001 +2.0215e+001 +2.4478e+001 +2.8685e+001 +1.1914e+001
59 +2.470141049e+008 +2.470141049e+008 +2.470138950e+008 +2.470138950e+008 +4.8348e+001 +4.3929e+001 +2.4172e+001 +1.7696e+001 +3.6595e+001 +2.1855e+001 +4.4193e+001 +9.7605e+000 +2.8075e+001 -4.6372e-001
93 +7.840649915e+007 +7.840649915e+007 +7.840628927e+007 +7.840628927e+007 +4.8348e+001 +4.3928e+001 +2.4171e+001 +1.7694e+001 +3.6583e+001 +2.1795e+001 +4.3042e+001 +8.7933e+000 +1.5416e+001 +2.1086e+000
102 +3.213596435e+007 +3.213596435e+007 +3.213575447e+007 +3.213575447e+007 +4.8348e+001 +4.3927e+001 +2.4169e+001 +1.7692e+001 +3.6564e+001 +2.1698e+001 +4.1189e+001 +7.2358e+000 -4.9679e+000 +6.1371e+000
103 +2.474482205e+007 +2.474482205e+007 +2.474461217e+007 +2.474461217e+007 +4.8348e+001 +4.3928e+001 +2.4170e+001 +1.7693e+001 +3.6571e+001 +2.1730e+001 +4.1806e+001 +7.7539e+000 +1.8129e+000 +4.7970e+000
146 +1.362761351e+007 +1.362761351e+007 +1.362740363e+007 +1.362740363e+007 +4.8344e+001 +4.3912e+001 +2.4141e+001 +1.7654e+001 +3.6273e+001 +2.0319e+001 +2.2286e+001 -3.9443e+000 +1.7022e+000 +5.0587e+000
186 +9.844653092e+006 +9.844653092e+006 +9.844443212e+006 +9.844443212e+006 +4.8338e+001 +4.3890e+001 +2.4102e+001 +1.7600e+001 +3.5889e+001 +1.9255e+001 +6.7055e+000 +2.9724e+000 +1.8714e+000 +4.9515e+000
939 +5.488592537e+006 +5.488592537e+006 +5.488382657e+006 +5.488382657e+006 +3.5994e+001 +2.8501e+001 +3.6402e+001 +1.6601e+001 +3.0872e+001 +2.0769e+001 +1.6647e+001 -5.8295e+000 -1.6863e+000 +3.2200e+000
977 +3.808282741e+006 +3.808282741e+006 +3.808072861e+006 +3.808072861e+006 +3.5993e+001 +2.8493e+001 +3.6393e+001 +1.6529e+001 +3.0326e+001 +2.0153e+001 +1.0108e+001 -5.7448e+000 -2.1630e+000 +3.2286e+000
1017 +2.481770495e+006 +2.481770495e+006 +2.481560615e+006 +2.481560615e+006 +3.5964e+001 +2.8088e+001 +3.5921e+001 +1.2266e+001 -9.5670e+000 +4.3955e+000 +3.7967e+000 -5.6638e+000 -2.5880e+000 +3.2359e+000
4225 +1.336217059e+006 +1.336217059e+006 +1.336007179e+006 +1.336007179e+006 +4.0856e+001 +2.3134e+001 +3.9100e+001 +2.3271e+001 +4.0707e+000 +4.4491e+000 +1.2464e+001 +2.7987e-002 -3.3944e-002 +2.3107e+000
4529 +8.577848821e+005 +8.577848821e+005 +8.575750021e+005 +8.575750021e+005 +3.6220e+001 +2.0694e+001 +2.1626e+001 +2.8084e+000 +1.1635e+001 +1.2444e+000 +1.3595e+000 -8.9922e-001 -2.1918e+000 +3.3285e+000
5471 +5.433611045e+005 +5.433611045e+005 +5.431512245e+005 +5.431512245e+005 +4.7637e+001 +4.1340e+001 +1.9942e+001 +1.0744e+001 -1.8516e-002 +5.9612e+000 +6.9878e+000 +2.1897e+000 -1.3244e+000 +2.5592e+000
5509 +2.684168862e+005 +2.684168862e+005 +2.682070062e+005 +2.682070062e+005 +4.7636e+001 +4.1338e+001 +1.9941e+001 +1.0740e+001 -1.1484e-002 +5.8877e+000 +6.5235e+000 +6.3355e-001 -1.4294e+000 +2.5716e+000
5513 +2.300397425e+005 +2.300397425e+005 +2.298298625e+005 +2.298298625e+005 +4.7635e+001 +4.1336e+001 +1.9941e+001 +1.0737e+001 -7.6052e-003 +5.8472e+000 +6.2675e+000 -2.2567e-001 -1.4731e+000 +2.5784e+000
5555 +7.082000532e+004 +7.082000532e+004 +7.061012532e+004 +7.061012532e+004 +4.7630e+001 +4.1320e+001 +1.9936e+001 +1.0706e+001 +4.4661e-002 +5.3700e+000 +2.5461e+000 -4.0148e-001 -1.4466e+000 +2.5806e+000
5595 +5.872743112e+004 +5.872743112e+004 +5.851755112e+004 +5.851755112e+004 +4.7546e+001 +4.1084e+001 +1.9873e+001 +1.0260e+001 +7.9704e-001 +7.8467e-001 +2.4276e+000 -3.7694e-001 -1.4395e+000 +2.5805e+000
7913 +3.959930344e+004 +3.959930344e+004 +3.938942344e+004 +3.938942344e+004 +1.1359e+001 +3.4957e+001 +3.9526e+001 +7.5152e+000 -1.4266e+000 +1.9523e+000 +2.5318e+000 -7.3066e-002 -1.0736e+000 +2.6086e+000
10080 +2.317108650e+004 +2.317108650e+004 +2.296120650e+004 +2.296120650e+004 +3.6216e+001 +2.0653e+001 +2.1435e+001 +1.3775e+000 +1.0391e+000 +4.5437e+000 +1.8748e+000 +3.0808e-002 -9.6389e-001 +2.6239e+000
10083 +1.564057290e+004 +1.564057290e+004 +1.543069290e+004 +1.543069290e+004 +3.6214e+001 +2.0640e+001 +2.1419e+001 +1.3984e+000 +1.0860e+000 +3.5137e+000 +2.4515e+000 -7.6224e-002 -9.5514e-001 +2.6214e+000
