% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.323516114e+007 +2.323516114e+007 +2.323495126e+007 +2.323495126e+007 -8.0605e-001 -4.4551e+000
2 +8.381761813e+006 +8.381761813e+006 +8.381551933e+006 +8.381551933e+006 -4.7936e+000 +3.3608e+000
3 +4.102965618e+005 +4.102965618e+005 +4.100866818e+005 +4.100866818e+005 +1.0493e+000 -2.5224e-001
26 +1.877868362e+004 +1.877868362e+004 +1.856880362e+004 +1.856880362e+004 -4.8054e+000 +5.9109e-001
28 +1.308648754e+003 +1.308648754e+003 +1.098768754e+003 +1.098768754e+003 -4.8054e+000 +4.1416e-001
30 +3.167752939e+002 +3.167752939e+002 +1.068952939e+002 +1.068952939e+002 -4.8054e+000 +4.6563e-001
31 +3.802674058e+001 +3.802674058e+001 -1.718532594e+002 -1.718532594e+002 -4.8054e+000 +4.5014e-001
43 +1.090007104e+001 +1.090007104e+001 -1.989799290e+002 -1.989799290e+002 +4.6015e+000 +4.4803e-001
47 +4.155617660e-002 +4.155617660e-002 -2.098384438e+002 -2.098384438e+002 +1.0084e+000 +4.4798e-001
48 +2.778049065e-002 +2.778049065e-002 -2.098522195e+002 -2.098522195e+002 +1.0509e+000 +4.4798e-001
49 +2.345004938e-004 +2.345004938e-004 -2.098797655e+002 -2.098797655e+002 +1.2016e+000 +4.4799e-001
64 +5.369579856e-005 +5.369579856e-005 -2.098799463e+002 -2.098799463e+002 +1.2075e+000 +4.4799e-001
68 +4.301358558e-006 +4.301358558e-006 -2.098799957e+002 -2.098799957e+002 +1.2071e+000 +4.4800e-001
73 +8.647361938e-009 +8.647361938e-009 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
74 +5.392791991e-009 +5.392791991e-009 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
75 +1.897063839e-009 +1.897063839e-009 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
94 +1.114045745e-009 +1.114045745e-009 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
137 +9.736993434e-010 +9.736993434e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
1991 +4.223181804e-010 +4.223181804e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
1992 +2.027604751e-010 +2.027604751e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
1993 +4.035882739e-011 +4.035882739e-011 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
1996 +2.842170943e-014 +2.842170943e-014 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
