% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.219222944e+006 +1.219222944e+006 +1.219013064e+006 +1.219013064e+006 +1.4981e+000 -4.9748e+000 +2.3004e+000 +3.3339e+000 +7.2203e-001
4 +3.664697244e+004 +3.664697244e+004 +3.643709244e+004 +3.643709244e+004 -4.1359e+000 +1.2964e+000 -2.2591e+000 +2.0392e+000 +1.7451e+000
62 +5.028652156e+003 +5.028652156e+003 +4.818772156e+003 +4.818772156e+003 +1.4981e+000 -4.9726e+000 +2.3296e+000 +2.6590e+000 +1.7839e+000
63 +3.193527672e+003 +3.193527672e+003 +2.983647672e+003 +2.983647672e+003 +1.4981e+000 -4.9722e+000 +2.3352e+000 +2.5312e+000 +1.7832e+000
93 +8.943287602e+002 +8.943287602e+002 +6.844487602e+002 +6.844487602e+002 +1.4978e+000 -4.8669e+000 +3.7678e+000 +2.3846e+000 +1.7824e+000
129 +1.397222473e+001 +1.397222473e+001 -1.959077753e+002 -1.959077753e+002 +1.4827e+000 +7.8327e-001 +3.5591e+000 +2.3846e+000 +1.7825e+000
155 +2.241600990e-001 +2.241600990e-001 -2.096558399e+002 -2.096558399e+002 +8.0523e-001 +4.4590e-001 +3.5582e+000 +2.3857e+000 +1.7855e+000
185 +1.302829805e-001 +1.302829805e-001 -2.097497170e+002 -2.097497170e+002 +1.5601e+000 +4.4823e-001 +3.5533e+000 +2.3861e+000 +1.7856e+000
189 +1.210526344e-002 +1.210526344e-002 -2.098678947e+002 -2.098678947e+002 +1.2667e+000 +4.4731e-001 +3.5552e+000 +2.3859e+000 +1.7856e+000
209 +9.688640030e-003 +9.688640030e-003 -2.098703114e+002 -2.098703114e+002 +1.2257e+000 +4.4718e-001 +3.5554e+000 +2.3859e+000 +1.7856e+000
215 +1.941064338e-004 +1.941064338e-004 -2.098798059e+002 -2.098798059e+002 +1.2112e+000 +4.4813e-001 +3.5543e+000 +2.3863e+000 +1.7856e+000
220 +6.195954322e-005 +6.195954322e-005 -2.098799380e+002 -2.098799380e+002 +1.2095e+000 +4.4824e-001 +3.5542e+000 +2.3864e+000 +1.7856e+000
257 +1.540936393e-005 +1.540936393e-005 -2.098799846e+002 -2.098799846e+002 +1.2065e+000 +4.4782e-001 +3.5543e+000 +2.3864e+000 +1.7856e+000
282 +9.149358959e-006 +9.149358959e-006 -2.098799909e+002 -2.098799909e+002 +1.2059e+000 +4.4769e-001 +3.5543e+000 +2.3864e+000 +1.7856e+000
290 +6.921708007e-007 +6.921708007e-007 -2.098799993e+002 -2.098799993e+002 +1.2068e+000 +4.4805e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
295 +3.927901844e-007 +3.927901844e-007 -2.098799996e+002 -2.098799996e+002 +1.2066e+000 +4.4800e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
326 +2.179752414e-007 +2.179752414e-007 -2.098799998e+002 -2.098799998e+002 +1.2071e+000 +4.4799e-001 +3.5544e+000 +2.3864e+000 +1.7856e+000
